VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
2,2022-02-01 00:06:29,2022-02-01 00:25:03,1.0,6.76,1.0,N,162,255,1,22.0,0.5,0.5,3.0,0.0,0.3,28.8,2.5,0.0
2,2022-02-01 00:23:39,2022-02-01 00:28:22,1.0,0.86,1.0,N,148,79,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5,0.0
2,2022-02-01 00:33:26,2022-02-01 00:44:05,2.0,3.23,1.0,N,79,48,1,11.5,0.5,0.5,4.59,0.0,0.3,19.89,2.5,0.0
2,2022-02-01 00:28:45,2022-02-01 00:36:49,1.0,1.16,1.0,N,164,68,2,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5,0.0
2,2022-02-01 00:54:46,2022-02-01 01:08:53,3.0,2.87,1.0,N,144,170,1,12.0,0.5,0.5,3.16,0.0,0.3,18.96,2.5,0.0
2,2022-02-01 00:03:02,2022-02-01 00:07:44,1.0,0.9,1.0,N,137,186,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5,0.0
2,2022-02-01 00:18:05,2022-02-01 00:20:05,1.0,0.38,1.0,N,230,43,1,3.5,0.5,0.5,3.0,0.0,0.3,10.3,2.5,0.0
2,2022-02-01 00:39:14,2022-02-01 00:59:58,1.0,14.73,1.0,N,132,16,2,39.5,0.5,0.5,0.0,0.0,0.3,42.05,0.0,1.25
2,2022-02-01 00:21:47,2022-02-01 00:36:58,1.0,9.29,1.0,N,138,229,1,25.5,0.5,0.5,3.71,6.55,0.3,40.81,2.5,1.25
1,2022-02-01 00:01:12,2022-02-01 00:06:34,1.0,1.0,1.0,N,263,263,1,6.0,3.0,0.5,1.95,0.0,0.3,11.75,2.5,0.0
1,2022-02-01 00:26:46,2022-02-01 00:43:50,1.0,5.1,1.0,N,144,62,1,17.0,3.0,0.5,6.2,0.0,0.3,27.0,2.5,0.0
2,2022-02-01 00:09:20,2022-02-01 00:22:48,1.0,3.22,1.0,N,68,238,1,12.5,0.5,0.5,2.44,0.0,0.3,18.74,2.5,0.0
2,2022-02-01 00:30:59,2022-02-01 00:38:44,5.0,2.7,1.0,N,137,140,1,9.5,0.5,0.5,1.5,0.0,0.3,14.8,2.5,0.0
2,2022-02-01 00:40:04,2022-02-01 01:08:26,3.0,17.64,2.0,N,132,230,1,52.0,0.0,0.5,12.62,6.55,0.3,75.72,2.5,1.25
2,2022-02-01 00:30:20,2022-02-01 01:02:27,1.0,11.68,1.0,N,132,49,2,35.0,0.5,0.5,0.0,0.0,0.3,37.55,0.0,1.25
2,2022-01-31 23:49:19,2022-02-01 00:01:32,1.0,2.47,1.0,N,143,236,1,11.0,0.5,0.5,2.96,0.0,0.3,17.76,2.5,0.0
2,2022-02-01 00:46:06,2022-02-01 00:47:49,1.0,0.6,1.0,N,211,113,1,4.0,0.5,0.5,1.56,0.0,0.3,9.36,2.5,0.0
2,2022-02-01 00:07:29,2022-02-01 00:15:42,2.0,1.58,1.0,N,48,170,1,8.0,0.5,0.5,2.95,0.0,0.3,14.75,2.5,0.0
2,2022-02-01 00:27:57,2022-02-01 00:33:23,2.0,1.3,1.0,N,114,107,2,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5,0.0
2,2022-02-01 00:44:01,2022-02-01 01:10:58,2.0,12.18,1.0,N,211,116,1,36.0,0.5,0.5,5.0,0.0,0.3,44.8,2.5,0.0
1,2022-02-01 00:30:39,2022-02-01 00:39:53,1.0,2.4,1.0,N,211,137,1,9.5,3.0,0.5,2.65,0.0,0.3,15.95,2.5,0.0
1,2022-02-01 00:50:34,2022-02-01 01:04:41,1.0,4.5,1.0,N,148,61,2,15.5,3.0,0.5,0.0,0.0,0.3,19.3,2.5,0.0
2,2022-02-01 00:01:19,2022-02-01 00:23:26,1.0,7.35,1.0,N,186,166,1,23.5,0.5,0.5,1.0,0.0,0.3,28.3,2.5,0.0
2,2022-02-01 00:42:17,2022-02-01 00:51:03,1.0,2.25,1.0,N,141,145,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5,0.0
1,2022-02-01 00:52:15,2022-02-01 01:05:06,2.0,3.6,1.0,N,144,163,1,13.0,3.0,0.5,4.2,0.0,0.3,21.0,2.5,0.0
2,2022-02-01 00:05:57,2022-02-01 00:32:53,1.0,5.84,1.0,N,114,41,1,22.5,0.5,0.5,5.26,0.0,0.3,31.56,2.5,0.0
2,2022-02-01 00:54:34,2022-02-01 00:57:52,1.0,0.67,1.0,N,164,186,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5,0.0
1,2022-02-01 00:03:28,2022-02-01 00:35:05,1.0,0.0,1.0,N,74,225,1,31.2,0.0,0.5,0.0,6.55,0.3,38.55,0.0,0.0
1,2022-02-01 00:00:57,2022-02-01 00:25:43,1.0,8.1,1.0,N,138,217,2,26.5,0.0,0.5,0.0,0.0,0.3,27.3,0.0,0.0
2,2022-02-01 00:01:08,2022-02-01 00:05:24,1.0,0.87,1.0,N,113,211,1,5.0,0.5,0.5,1.25,0.0,0.3,10.05,2.5,0.0
2,2022-02-01 00:36:01,2022-02-01 01:04:34,1.0,17.82,1.0,N,132,213,2,49.0,0.5,0.5,0.0,6.55,0.3,58.1,0.0,1.25
1,2022-02-01 00:09:28,2022-02-01 00:37:40,1.0,17.8,2.0,N,132,113,1,52.0,3.75,0.5,6.0,6.55,0.3,69.1,2.5,1.25
2,2022-02-01 00:40:36,2022-02-01 00:56:55,2.0,2.82,1.0,N,90,230,1,12.5,0.5,0.5,3.26,0.0,0.3,19.56,2.5,0.0
2,2022-02-01 00:15:53,2022-02-01 00:27:16,1.0,1.96,1.0,N,239,262,1,9.5,0.5,0.5,2.0,0.0,0.3,15.3,2.5,0.0
2,2022-02-01 00:47:49,2022-02-01 00:59:06,1.0,3.66,1.0,N,230,263,1,12.0,0.5,0.5,3.16,0.0,0.3,18.96,2.5,0.0
2,2022-02-01 00:10:02,2022-02-01 00:23:32,1.0,4.23,1.0,N,132,216,2,15.0,0.5,0.5,0.0,0.0,0.3,17.55,0.0,1.25
2,2022-02-01 00:48:51,2022-02-01 00:55:28,1.0,1.66,1.0,N,125,107,1,7.0,0.5,0.5,2.7,0.0,0.3,13.5,2.5,0.0
2,2022-02-01 00:59:01,2022-02-01 01:15:16,1.0,10.03,1.0,N,170,243,1,28.5,0.5,0.5,8.07,0.0,0.3,40.37,2.5,0.0
2,2022-02-01 00:11:02,2022-02-01 00:23:50,2.0,7.72,1.0,N,138,255,1,22.0,0.5,0.5,4.91,0.0,0.3,29.46,0.0,1.25
2,2022-02-01 00:34:56,2022-02-01 01:22:22,4.0,35.56,1.0,N,138,44,1,92.5,0.5,0.5,20.32,6.55,0.3,121.92,0.0,1.25
2,2022-02-01 00:26:53,2022-02-01 00:38:34,1.0,3.62,1.0,N,239,234,1,12.5,0.5,0.5,3.26,0.0,0.3,19.56,2.5,0.0
1,2022-02-01 00:23:12,2022-02-01 00:55:26,1.0,19.7,2.0,N,132,141,1,52.0,3.75,0.5,6.0,6.55,0.3,69.1,2.5,1.25
2,2022-02-01 00:06:41,2022-02-01 00:36:44,1.0,7.78,1.0,N,161,225,1,27.0,0.5,0.5,5.0,0.0,0.3,35.8,2.5,0.0
2,2022-02-01 00:06:41,2022-02-01 00:35:11,1.0,11.66,1.0,N,138,189,1,35.0,0.5,0.5,5.63,0.0,0.3,43.18,0.0,1.25
2,2022-02-01 00:01:52,2022-02-01 00:11:35,1.0,4.13,1.0,N,138,92,2,13.5,0.5,0.5,0.0,0.0,0.3,16.05,0.0,1.25
2,2022-02-01 00:23:17,2022-02-01 00:46:49,1.0,11.6,1.0,N,138,50,1,33.5,0.5,0.5,9.02,6.55,0.3,54.12,2.5,1.25
2,2022-02-01 00:37:25,2022-02-01 00:40:16,1.0,0.9,1.0,N,68,48,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5,0.0
1,2022-02-01 00:20:06,2022-02-01 00:23:46,1.0,0.6,1.0,N,144,79,1,4.5,3.0,0.5,1.65,0.0,0.3,9.95,2.5,0.0
1,2022-02-01 00:32:32,2022-02-01 00:51:46,1.0,3.8,1.0,N,148,48,1,15.5,3.0,0.5,3.85,0.0,0.3,23.15,2.5,0.0
2,2022-02-01 00:18:50,2022-02-01 00:35:25,1.0,5.4,1.0,N,137,80,1,18.5,0.5,0.5,5.58,0.0,0.3,27.88,2.5,0.0
2,2022-02-01 00:50:51,2022-02-01 00:50:53,1.0,0.0,5.0,N,264,264,1,15.0,0.0,0.0,3.82,0.0,0.3,19.12,0.0,0.0
2,2022-02-01 00:47:26,2022-02-01 01:00:13,1.0,7.66,4.0,N,132,265,1,25.0,0.5,0.5,0.0,0.0,0.3,27.55,0.0,1.25
1,2022-02-01 00:16:30,2022-02-01 00:41:12,0.0,13.8,1.0,N,132,155,2,39.5,1.75,0.5,0.0,0.0,0.3,42.05,0.0,1.25
1,2022-02-01 00:23:24,2022-02-01 00:32:32,1.0,1.6,1.0,N,244,152,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,0.0,0.0
1,2022-02-01 00:46:07,2022-02-01 01:02:47,1.0,7.1,1.0,N,238,69,1,22.0,0.5,0.5,1.0,0.0,0.3,24.3,0.0,0.0
2,2022-02-01 00:27:56,2022-02-01 00:54:44,1.0,17.79,1.0,N,132,49,1,48.0,0.5,0.5,10.11,0.0,0.3,60.66,0.0,1.25
2,2022-02-01 00:35:22,2022-02-01 01:10:03,2.0,22.26,1.0,N,132,181,1,60.0,0.5,0.5,8.0,0.0,0.3,70.55,0.0,1.25
2,2022-02-01 00:23:55,2022-02-01 00:48:11,4.0,5.81,1.0,N,186,25,1,20.5,0.5,0.5,4.86,0.0,0.3,29.16,2.5,0.0
1,2022-02-01 00:02:19,2022-02-01 00:28:13,1.0,10.5,1.0,N,132,36,1,31.5,1.75,0.5,5.11,0.0,0.3,39.16,0.0,1.25
2,2022-02-01 00:56:20,2022-02-01 01:25:29,1.0,19.32,2.0,N,132,107,1,52.0,0.0,0.5,5.5,0.0,0.3,62.05,2.5,1.25
1,2022-02-01 00:07:52,2022-02-01 00:32:29,1.0,9.0,1.0,N,48,223,1,28.0,3.0,0.5,6.35,0.0,0.3,38.15,2.5,0.0
1,2022-02-01 00:53:11,2022-02-01 00:59:47,2.0,1.3,1.0,N,141,163,2,6.5,3.0,0.5,0.0,0.0,0.3,10.3,2.5,0.0
1,2022-02-01 00:02:44,2022-02-01 00:07:33,2.0,0.7,1.0,N,79,144,1,5.5,3.0,0.5,1.85,0.0,0.3,11.15,2.5,0.0
1,2022-02-01 00:14:17,2022-02-01 00:24:13,1.0,2.6,1.0,N,114,68,2,10.0,3.0,0.5,0.0,0.0,0.3,13.8,2.5,0.0
1,2022-02-01 00:42:40,2022-02-01 00:51:45,1.0,3.1,1.0,N,224,140,1,10.5,3.0,0.5,4.25,0.0,0.3,18.55,2.5,0.0
2,2022-02-01 00:18:37,2022-02-01 00:26:26,1.0,1.8,1.0,N,164,162,2,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5,0.0
2,2022-02-01 00:42:24,2022-02-01 00:54:51,1.0,3.92,1.0,N,186,238,2,13.5,0.5,0.5,0.0,0.0,0.3,17.3,2.5,0.0
2,2022-02-01 00:24:32,2022-02-01 00:29:41,1.0,1.83,1.0,N,68,48,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5,0.0
1,2022-02-01 00:56:43,2022-02-01 01:12:03,3.0,11.2,4.0,N,132,265,1,42.5,1.75,0.5,5.0,0.0,0.3,50.05,0.0,1.25
2,2022-02-01 00:15:57,2022-02-01 00:18:57,1.0,0.7,1.0,N,50,143,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5,0.0
2,2022-02-01 00:37:08,2022-02-01 01:35:03,1.0,10.3,1.0,N,143,143,2,42.5,0.5,0.5,0.0,0.0,0.3,46.3,2.5,0.0
1,2022-02-01 00:36:48,2022-02-01 01:10:56,2.0,12.8,1.0,N,132,129,2,40.0,1.75,0.5,0.0,0.0,0.3,42.55,0.0,1.25
2,2022-02-01 00:12:40,2022-02-01 00:35:49,1.0,13.52,4.0,N,138,265,1,41.5,0.5,0.5,11.01,0.0,0.3,55.06,0.0,1.25
2,2022-02-01 00:32:41,2022-02-01 01:05:06,1.0,14.96,1.0,N,68,259,1,44.5,0.5,0.5,5.0,0.0,0.3,53.3,2.5,0.0
1,2022-02-01 00:00:48,2022-02-01 00:45:20,1.0,2.4,1.0,Y,79,68,4,12.5,3.0,0.5,0.0,0.0,0.3,16.3,2.5,0.0
2,2022-02-01 00:49:31,2022-02-01 01:07:24,1.0,5.73,1.0,N,48,152,2,20.0,0.5,0.5,0.0,0.0,0.3,23.8,2.5,0.0
1,2022-02-01 00:16:18,2022-02-01 00:22:14,1.0,1.5,1.0,N,231,148,1,7.0,3.0,0.5,3.2,0.0,0.3,14.0,2.5,0.0
1,2022-02-01 00:32:39,2022-02-01 00:36:33,1.0,0.6,1.0,Y,107,137,1,4.5,3.0,0.5,2.05,0.0,0.3,10.35,2.5,0.0
1,2022-02-01 00:06:47,2022-02-01 00:10:16,1.0,0.5,1.0,N,237,161,2,4.5,3.0,0.5,0.0,0.0,0.3,8.3,2.5,0.0
1,2022-02-01 00:39:03,2022-02-01 00:46:50,1.0,1.8,1.0,N,141,236,2,8.0,3.0,0.5,0.0,0.0,0.3,11.8,2.5,0.0
2,2022-02-01 00:05:41,2022-02-01 00:05:46,1.0,0.0,5.0,N,142,142,4,-63.0,0.0,0.0,0.0,0.0,-0.3,-65.8,-2.5,0.0
2,2022-02-01 00:05:41,2022-02-01 00:05:46,1.0,0.0,5.0,N,142,142,2,63.0,0.0,0.0,0.0,0.0,0.3,65.8,2.5,0.0
2,2022-01-31 23:50:06,2022-01-31 23:58:51,4.0,1.52,1.0,N,229,170,2,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5,0.0
2,2022-02-01 00:05:08,2022-02-01 00:11:08,3.0,1.3,1.0,N,186,107,1,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5,0.0
1,2022-02-01 00:14:06,2022-02-01 00:20:58,1.0,2.0,1.0,N,230,249,1,8.0,3.0,0.5,2.0,0.0,0.3,13.8,2.5,0.0
1,2022-02-01 00:25:48,2022-02-01 00:28:29,1.0,1.0,1.0,Y,68,100,2,5.0,3.0,0.5,0.0,0.0,0.3,8.8,2.5,0.0
1,2022-02-01 00:49:34,2022-02-01 00:55:07,1.0,1.8,1.0,N,48,249,1,7.5,3.0,0.5,2.25,0.0,0.3,13.55,2.5,0.0
2,2022-02-01 00:06:42,2022-02-01 00:10:22,1.0,0.84,1.0,N,68,249,2,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5,0.0
1,2022-02-01 00:03:40,2022-02-01 00:08:10,1.0,0.9,1.0,N,79,144,1,5.5,3.0,0.5,1.85,0.0,0.3,11.15,2.5,0.0
1,2022-02-01 00:13:33,2022-02-01 00:41:57,1.0,8.5,1.0,N,87,41,1,28.0,3.0,0.5,2.0,0.0,0.3,33.8,2.5,0.0
1,2022-02-01 00:59:16,2022-02-01 01:02:21,1.0,0.3,1.0,N,186,100,2,4.0,3.0,0.5,0.0,0.0,0.3,7.8,2.5,0.0
1,2022-02-01 00:10:34,2022-02-01 00:18:47,1.0,1.9,1.0,N,237,239,1,8.5,3.0,0.5,1.0,0.0,0.3,13.3,2.5,0.0
2,2022-02-01 00:03:00,2022-02-01 00:14:06,2.0,1.9,1.0,N,161,164,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5,0.0
2,2022-02-01 00:56:23,2022-02-01 01:00:35,2.0,1.18,1.0,N,114,186,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5,0.0
2,2022-02-01 00:36:42,2022-02-01 00:56:10,1.0,14.31,1.0,N,48,58,2,39.0,0.5,0.5,0.0,0.0,0.3,42.8,2.5,0.0
2,2022-02-01 00:08:38,2022-02-01 00:28:59,1.0,16.5,1.0,N,132,256,1,44.0,0.5,0.5,9.06,0.0,0.3,55.61,0.0,1.25
2,2022-01-31 23:48:06,2022-01-31 23:59:09,1.0,2.67,1.0,N,100,239,1,11.0,0.5,0.5,2.96,0.0,0.3,17.76,2.5,0.0
2,2022-02-01 00:03:37,2022-02-01 00:13:56,1.0,2.17,1.0,N,143,186,1,9.5,0.5,0.5,1.7,0.0,0.3,15.0,2.5,0.0
2,2022-02-01 00:24:28,2022-02-01 00:53:48,2.0,11.32,1.0,N,249,223,1,34.5,0.5,0.5,7.66,0.0,0.3,45.96,2.5,0.0
1,2022-02-01 00:14:39,2022-02-01 00:32:37,1.0,3.2,1.0,N,186,140,1,14.0,2.5,0.5,20.0,0.0,0.3,37.3,2.5,0.0
2,2022-02-01 00:05:29,2022-02-01 00:13:33,1.0,1.63,1.0,N,164,48,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5,0.0
2,2022-02-01 00:24:55,2022-02-01 00:35:56,1.0,2.52,1.0,N,164,143,1,10.0,0.5,0.5,2.0,0.0,0.3,15.8,2.5,0.0
2,2022-02-01 00:40:06,2022-02-01 00:55:38,1.0,5.63,1.0,N,48,116,1,18.5,0.5,0.5,3.0,0.0,0.3,25.3,2.5,0.0
1,2022-02-01 00:25:01,2022-02-01 00:27:42,2.0,0.8,1.0,N,114,107,1,4.5,3.0,0.5,2.0,0.0,0.3,10.3,2.5,0.0
1,2022-02-01 00:59:35,2022-02-01 01:08:33,1.0,2.0,1.0,N,68,107,1,9.0,3.0,0.5,2.55,0.0,0.3,15.35,2.5,0.0
1,2022-02-01 00:09:14,2022-02-01 00:16:14,1.0,2.5,1.0,N,186,231,1,8.5,3.0,0.5,2.45,0.0,0.3,14.75,2.5,0.0
1,2022-02-01 00:25:35,2022-02-01 00:39:44,1.0,3.9,1.0,N,113,239,1,14.5,3.0,0.5,0.0,0.0,0.3,18.3,2.5,0.0
1,2022-02-01 00:55:26,2022-02-01 01:04:35,1.0,2.5,1.0,N,249,246,1,10.0,3.0,0.5,1.0,0.0,0.3,14.8,2.5,0.0
2,2022-02-01 00:04:11,2022-02-01 00:18:01,1.0,3.64,1.0,N,164,262,1,13.0,0.5,0.5,3.36,0.0,0.3,20.16,2.5,0.0
1,2022-02-01 00:05:38,2022-02-01 00:24:14,2.0,6.6,1.0,N,137,166,1,21.0,3.0,0.5,4.95,0.0,0.3,29.75,2.5,0.0
1,2022-02-01 00:15:04,2022-02-01 00:28:56,1.0,2.8,1.0,N,132,10,2,12.0,1.75,0.5,0.0,0.0,0.3,14.55,0.0,1.25
1,2022-02-01 00:54:30,2022-02-01 00:56:04,1.0,0.7,1.0,N,90,186,2,4.0,3.0,0.5,0.0,0.0,0.3,7.8,2.5,0.0
1,2022-02-01 00:46:19,2022-02-01 01:08:41,2.0,14.7,1.0,N,264,264,1,40.5,0.5,0.5,3.0,0.0,0.3,44.8,0.0,0.0
2,2022-02-01 00:35:33,2022-02-01 01:01:18,1.0,14.82,1.0,N,234,226,1,41.0,0.5,0.5,5.0,6.55,0.3,56.35,2.5,0.0
2,2022-02-01 00:10:27,2022-02-01 00:21:31,1.0,2.1,1.0,N,249,232,1,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5,0.0
2,2022-02-01 00:30:53,2022-02-01 00:36:39,1.0,1.03,1.0,N,107,4,2,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5,0.0
2,2022-02-01 00:21:41,2022-02-01 00:45:48,2.0,5.81,1.0,N,163,41,1,20.5,0.5,0.5,1.22,0.0,0.3,25.52,2.5,0.0
2,2022-02-01 00:17:25,2022-02-01 00:24:25,6.0,1.83,1.0,N,48,239,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5,0.0
1,2022-02-01 00:14:12,2022-02-01 00:43:46,2.0,17.0,1.0,N,132,256,1,47.5,1.75,0.5,10.0,0.0,0.3,60.05,0.0,1.25
1,2022-02-01 00:53:43,2022-02-01 01:01:52,1.0,1.6,1.0,N,141,142,1,8.0,3.0,0.5,1.0,0.0,0.3,12.8,2.5,0.0
2,2022-02-01 00:36:06,2022-02-01 00:39:17,1.0,0.96,1.0,N,186,48,1,5.0,0.5,0.5,2.2,0.0,0.3,11.0,2.5,0.0
2,2022-02-01 00:14:14,2022-02-01 00:18:05,1.0,0.64,1.0,N,263,262,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5,0.0
1,2022-02-01 00:08:37,2022-02-01 00:13:01,2.0,0.8,1.0,N,224,234,2,5.5,3.0,0.5,0.0,0.0,0.3,9.3,2.5,0.0
2,2022-02-01 00:18:57,2022-02-01 00:43:46,1.0,18.98,2.0,N,132,75,1,52.0,0.0,0.5,10.0,6.55,0.3,70.6,0.0,1.25
1,2022-02-01 00:03:31,2022-02-01 00:09:48,1.0,1.0,1.0,N,90,107,1,5.5,3.0,0.5,3.0,0.0,0.3,12.3,2.5,0.0
1,2022-02-01 00:41:42,2022-02-01 00:52:25,1.0,1.9,1.0,N,113,232,1,8.5,3.0,0.5,3.1,0.0,0.3,15.4,2.5,0.0
2,2022-02-01 00:51:00,2022-02-01 01:02:04,1.0,4.23,1.0,N,132,216,2,14.0,0.5,0.5,0.0,0.0,0.3,16.55,0.0,1.25
2,2022-01-31 23:38:30,2022-01-31 23:48:13,1.0,4.78,1.0,N,41,127,1,15.0,0.5,0.5,6.0,0.0,0.3,22.3,0.0,0.0
2,2022-02-01 00:13:08,2022-02-01 00:20:28,1.0,2.63,1.0,N,233,75,1,9.5,0.5,0.5,3.32,0.0,0.3,16.62,2.5,0.0
2,2022-02-01 00:29:22,2022-02-01 00:32:48,1.0,0.78,1.0,N,162,229,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5,0.0
2,2022-02-01 00:50:53,2022-02-01 00:56:57,1.0,1.57,1.0,N,7,202,1,7.0,0.5,0.5,2.08,0.0,0.3,10.38,0.0,0.0
2,2022-02-01 00:10:41,2022-02-01 00:13:41,1.0,0.67,1.0,N,239,142,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5,0.0
2,2022-02-01 00:21:07,2022-02-01 00:40:30,1.0,12.65,1.0,N,50,213,1,35.5,0.5,0.5,0.0,0.0,0.3,39.3,2.5,0.0
1,2022-02-01 00:15:35,2022-02-01 00:41:20,1.0,6.8,1.0,N,90,116,1,23.0,3.0,0.5,5.35,0.0,0.3,32.15,2.5,0.0
2,2022-02-01 00:17:44,2022-02-01 00:52:23,1.0,22.71,1.0,N,132,181,1,61.0,0.5,0.5,0.0,0.0,0.3,63.55,0.0,1.25
2,2022-02-01 00:30:18,2022-02-01 00:43:03,1.0,2.27,1.0,N,234,163,1,11.0,0.5,0.5,0.5,0.0,0.3,15.3,2.5,0.0
2,2022-02-01 00:18:00,2022-02-01 00:23:07,1.0,1.09,1.0,N,113,164,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5,0.0
1,2022-02-01 00:12:05,2022-02-01 00:22:28,1.0,2.3,1.0,N,161,158,1,9.5,3.0,0.5,2.0,0.0,0.3,15.3,2.5,0.0
1,2022-02-01 00:26:20,2022-02-01 00:45:14,1.0,8.2,1.0,N,249,257,2,24.0,3.0,0.5,0.0,0.0,0.3,27.8,2.5,0.0
2,2022-02-01 00:00:33,2022-02-01 00:21:34,1.0,3.13,1.0,N,239,264,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,0.0,0.0
1,2022-02-01 00:02:51,2022-02-01 00:09:42,1.0,1.2,1.0,N,163,48,2,6.5,3.0,0.5,0.0,0.0,0.3,10.3,2.5,0.0
1,2022-02-01 00:47:15,2022-02-01 01:02:07,1.0,3.6,1.0,N,233,231,2,13.5,3.0,0.5,0.0,0.0,0.3,17.3,2.5,0.0
2,2022-02-01 00:24:51,2022-02-01 00:38:02,1.0,4.36,1.0,N,186,65,1,14.5,0.5,0.5,3.66,0.0,0.3,21.96,2.5,0.0
1,2022-02-01 00:14:59,2022-02-01 00:27:42,1.0,4.9,1.0,N,138,53,1,16.0,1.75,0.5,4.6,0.0,0.3,23.15,0.0,1.25
2,2022-02-01 00:36:40,2022-02-01 00:51:28,1.0,8.56,1.0,N,138,170,1,25.0,0.5,0.5,7.32,6.55,0.3,43.92,2.5,1.25
2,2022-02-01 00:26:12,2022-02-01 00:44:45,3.0,8.48,1.0,N,132,86,1,24.5,0.5,0.5,4.0,0.0,0.3,31.05,0.0,1.25
1,2022-02-01 00:19:31,2022-02-01 00:34:26,1.0,7.4,1.0,N,138,98,1,22.0,1.75,0.5,4.9,0.0,0.3,29.45,0.0,1.25
1,2022-02-01 00:54:22,2022-02-01 01:25:14,1.0,23.7,4.0,N,138,265,1,88.5,1.75,0.5,18.2,0.0,0.3,109.25,0.0,1.25
2,2022-02-01 00:04:40,2022-02-01 00:13:18,1.0,1.32,1.0,N,164,162,1,7.5,0.5,0.5,1.7,0.0,0.3,13.0,2.5,0.0
2,2022-02-01 00:14:08,2022-02-01 00:29:17,1.0,4.22,1.0,N,162,7,1,15.0,0.5,0.5,3.76,0.0,0.3,22.56,2.5,0.0
1,2022-02-01 00:12:01,2022-02-01 00:25:45,1.0,4.3,1.0,N,141,260,2,14.5,3.0,0.5,0.0,0.0,0.3,18.3,2.5,0.0
2,2022-02-01 00:15:26,2022-02-01 00:35:02,1.0,3.12,1.0,N,79,107,1,14.5,0.5,0.5,2.0,0.0,0.3,20.3,2.5,0.0
2,2022-02-01 00:06:23,2022-02-01 00:23:05,1.0,9.92,1.0,N,138,79,1,27.5,0.5,0.5,8.14,0.0,0.3,40.69,2.5,1.25
2,2022-02-01 00:30:59,2022-02-01 00:35:36,2.0,1.1,1.0,N,137,162,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5,0.0
1,2022-02-01 00:25:16,2022-02-01 00:48:17,1.0,11.1,1.0,N,138,45,1,32.5,4.25,0.5,2.0,0.0,0.3,39.55,2.5,1.25
2,2022-02-01 00:04:26,2022-02-01 00:17:25,1.0,3.25,1.0,N,164,145,1,12.5,0.5,0.5,4.57,6.55,0.3,27.42,2.5,0.0
2,2022-02-01 00:10:07,2022-02-01 00:20:00,1.0,3.49,1.0,N,141,114,1,11.5,0.5,0.5,3.0,0.0,0.3,18.3,2.5,0.0
2,2022-02-01 00:29:48,2022-02-01 00:50:16,1.0,7.78,1.0,N,249,116,1,24.0,0.5,0.5,6.95,0.0,0.3,34.75,2.5,0.0
1,2022-02-01 00:13:12,2022-02-01 00:37:37,1.0,9.4,1.0,N,132,121,2,29.5,1.75,0.5,0.0,0.0,0.3,32.05,0.0,1.25
1,2022-02-01 00:07:33,2022-02-01 00:15:34,1.0,1.4,1.0,N,229,48,2,7.0,3.0,0.5,0.0,0.0,0.3,10.8,2.5,0.0
2,2022-02-01 00:25:52,2022-02-01 00:46:32,1.0,14.61,1.0,N,132,179,2,39.5,0.5,0.5,0.0,0.0,0.3,42.05,0.0,1.25
1,2022-02-01 00:26:53,2022-02-01 00:43:15,1.0,7.6,1.0,N,164,56,2,23.5,3.0,0.5,0.0,6.55,0.3,33.85,2.5,0.0
2,2022-02-01 00:04:39,2022-02-01 00:12:47,1.0,1.72,1.0,N,249,231,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5,0.0
2,2022-02-01 00:07:28,2022-02-01 00:13:50,6.0,1.83,1.0,N,170,113,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5,0.0
