,time,temperature_2m (°C),rain (mm),snowfall (cm),windspeed_10m (km/h),Unnamed: 5,month,dayofweek,hour,LocationID,passenger_count
121774,2022-04-24 12:00:00,10.6,0.0,0.0,11.0,,4,6,12,103,12.0
121836,2022-04-24 13:00:00,12.3,0.0,0.0,12.6,,4,6,13,103,4.0
121899,2022-04-24 14:00:00,13.4,0.0,0.0,15.2,,4,6,14,103,8.0
121963,2022-04-24 15:00:00,14.0,0.0,0.0,16.7,,4,6,15,103,12.0
122090,2022-04-24 17:00:00,14.4,0.0,0.0,17.3,,4,6,17,103,2.0
122152,2022-04-24 18:00:00,14.4,0.0,0.0,17.4,,4,6,18,103,3.0
122216,2022-04-24 19:00:00,14.2,0.0,0.0,17.2,,4,6,19,103,1.0
122404,2022-04-24 22:00:00,11.8,0.0,0.0,12.6,,4,6,22,103,1.0
122468,2022-04-24 23:00:00,10.5,0.0,0.0,12.6,,4,6,23,103,1.0
122589,2022-04-25 01:00:00,8.5,0.0,0.0,11.4,,4,0,1,103,1.0
122875,2022-04-25 06:00:00,6.8,0.0,0.0,8.0,,4,0,6,103,8.0
122935,2022-04-25 07:00:00,6.4,0.0,0.0,8.4,,4,0,7,103,7.0
122998,2022-04-25 08:00:00,6.2,0.0,0.0,9.0,,4,0,8,103,11.0
123059,2022-04-25 09:00:00,6.1,0.0,0.0,9.4,,4,0,9,103,14.0
123122,2022-04-25 10:00:00,6.1,0.0,0.0,8.7,,4,0,10,103,7.0
123186,2022-04-25 11:00:00,6.9,0.0,0.0,9.0,,4,0,11,103,14.0
123249,2022-04-25 12:00:00,8.8,0.0,0.0,9.9,,4,0,12,103,19.0
123313,2022-04-25 13:00:00,10.4,0.0,0.0,10.5,,4,0,13,103,3.0
123375,2022-04-25 14:00:00,11.9,0.0,0.0,10.9,,4,0,14,103,8.0
123439,2022-04-25 15:00:00,13.2,0.0,0.0,12.9,,4,0,15,103,1.0
123502,2022-04-25 16:00:00,14.1,0.0,0.0,14.1,,4,0,16,103,1.0
123566,2022-04-25 17:00:00,14.6,0.0,0.0,15.6,,4,0,17,103,6.0
123692,2022-04-25 19:00:00,14.2,0.0,0.0,16.1,,4,0,19,103,1.0
123878,2022-04-25 22:00:00,12.1,0.0,0.0,10.7,,4,0,22,103,1.0
123941,2022-04-25 23:00:00,11.4,0.0,0.0,10.3,,4,0,23,103,1.0
124063,2022-04-26 01:00:00,10.1,0.0,0.0,9.2,,4,1,1,103,1.0
124220,2022-04-26 04:00:00,9.9,0.0,0.0,11.2,,4,1,4,103,1.0
124399,2022-04-26 07:00:00,10.1,0.0,0.0,11.6,,4,1,7,103,11.0
124463,2022-04-26 08:00:00,10.2,0.0,0.0,9.6,,4,1,8,103,7.0
124524,2022-04-26 09:00:00,10.3,0.0,0.0,8.5,,4,1,9,103,10.0
124587,2022-04-26 10:00:00,10.4,0.0,0.0,7.2,,4,1,10,103,3.0
124649,2022-04-26 11:00:00,10.7,0.0,0.0,6.9,,4,1,11,103,4.0
124712,2022-04-26 12:00:00,11.5,0.0,0.0,6.9,,4,1,12,103,4.0
124775,2022-04-26 13:00:00,12.6,0.0,0.0,7.6,,4,1,13,103,1.0
124900,2022-04-26 15:00:00,14.7,0.0,0.0,8.6,,4,1,15,103,4.0
124965,2022-04-26 16:00:00,15.9,0.0,0.0,8.7,,4,1,16,103,3.0
125030,2022-04-26 17:00:00,16.6,0.1,0.0,7.7,,4,1,17,103,2.0
125279,2022-04-26 21:00:00,15.6,0.0,0.0,11.1,,4,1,21,103,2.0
125404,2022-04-26 23:00:00,14.5,0.6,0.0,4.7,,4,1,23,103,2.0
125812,2022-04-27 06:00:00,10.8,0.0,0.0,15.9,,4,2,6,103,1.0
125876,2022-04-27 07:00:00,10.5,0.0,0.0,20.6,,4,2,7,103,7.0
125939,2022-04-27 08:00:00,9.0,0.0,0.0,21.5,,4,2,8,103,17.0
126002,2022-04-27 09:00:00,8.1,0.0,0.0,17.6,,4,2,9,103,18.0
126066,2022-04-27 10:00:00,7.7,0.0,0.0,16.6,,4,2,10,103,14.0
126127,2022-04-27 11:00:00,7.4,0.0,0.0,16.0,,4,2,11,103,8.0
126190,2022-04-27 12:00:00,8.0,0.0,0.0,16.1,,4,2,12,103,15.0
126252,2022-04-27 13:00:00,9.3,0.0,0.0,21.3,,4,2,13,103,6.0
126314,2022-04-27 14:00:00,10.3,0.0,0.0,24.0,,4,2,14,103,6.0
126377,2022-04-27 15:00:00,10.8,0.0,0.0,24.1,,4,2,15,103,6.0
126441,2022-04-27 16:00:00,11.2,0.0,0.0,25.3,,4,2,16,103,3.0
126631,2022-04-27 19:00:00,11.9,0.0,0.0,26.6,,4,2,19,103,1.0
126817,2022-04-27 22:00:00,11.0,0.0,0.0,25.9,,4,2,22,103,1.0
126880,2022-04-27 23:00:00,10.0,0.0,0.0,23.2,,4,2,23,103,3.0
127287,2022-04-28 06:00:00,4.0,0.0,0.0,18.0,,4,3,6,103,3.0
127349,2022-04-28 07:00:00,3.4,0.0,0.0,18.3,,4,3,7,103,14.0
127413,2022-04-28 08:00:00,3.2,0.0,0.0,18.4,,4,3,8,103,9.0
127475,2022-04-28 09:00:00,3.2,0.0,0.0,18.9,,4,3,9,103,17.0
127538,2022-04-28 10:00:00,3.1,0.0,0.0,19.1,,4,3,10,103,22.0
127602,2022-04-28 11:00:00,3.2,0.0,0.0,18.1,,4,3,11,103,11.0
127664,2022-04-28 12:00:00,4.0,0.0,0.0,23.0,,4,3,12,103,9.0
127727,2022-04-28 13:00:00,5.3,0.0,0.0,26.8,,4,3,13,103,2.0
127791,2022-04-28 14:00:00,6.7,0.0,0.0,26.0,,4,3,14,103,3.0
127855,2022-04-28 15:00:00,8.2,0.0,0.0,24.9,,4,3,15,103,3.0
127980,2022-04-28 17:00:00,10.3,0.0,0.0,27.0,,4,3,17,103,7.0
128042,2022-04-28 18:00:00,11.2,0.0,0.0,27.8,,4,3,18,103,3.0
128169,2022-04-28 20:00:00,12.4,0.0,0.0,29.1,,4,3,20,103,1.0
128294,2022-04-28 22:00:00,11.2,0.0,0.0,24.5,,4,3,22,103,5.0
128357,2022-04-28 23:00:00,10.0,0.0,0.0,20.0,,4,3,23,103,6.0
128781,2022-04-29 06:00:00,4.2,0.0,0.0,15.6,,4,4,6,103,2.0
128843,2022-04-29 07:00:00,4.2,0.0,0.0,15.9,,4,4,7,103,14.0
128906,2022-04-29 08:00:00,3.8,0.0,0.0,15.9,,4,4,8,103,30.0
128971,2022-04-29 09:00:00,3.4,0.0,0.0,16.0,,4,4,9,103,24.0
129035,2022-04-29 10:00:00,3.1,0.0,0.0,14.5,,4,4,10,103,13.0
129098,2022-04-29 11:00:00,3.5,0.0,0.0,14.3,,4,4,11,103,8.0
129160,2022-04-29 12:00:00,5.1,0.0,0.0,15.8,,4,4,12,103,7.0
129224,2022-04-29 13:00:00,6.6,0.0,0.0,19.5,,4,4,13,103,9.0
129286,2022-04-29 14:00:00,8.2,0.0,0.0,21.1,,4,4,14,103,3.0
129350,2022-04-29 15:00:00,10.0,0.0,0.0,22.4,,4,4,15,103,2.0
129477,2022-04-29 17:00:00,12.8,0.0,0.0,23.7,,4,4,17,103,1.0
129540,2022-04-29 18:00:00,13.7,0.0,0.0,23.6,,4,4,18,103,1.0
129602,2022-04-29 19:00:00,15.0,0.0,0.0,23.3,,4,4,19,103,3.0
129664,2022-04-29 20:00:00,15.1,0.0,0.0,23.0,,4,4,20,103,3.0
129729,2022-04-29 21:00:00,14.9,0.0,0.0,22.2,,4,4,21,103,3.0
129793,2022-04-29 22:00:00,14.2,0.0,0.0,16.5,,4,4,22,103,7.0
129857,2022-04-29 23:00:00,12.8,0.0,0.0,12.3,,4,4,23,103,1.0
129920,2022-04-30 00:00:00,11.0,0.0,0.0,10.9,,4,5,0,103,1.0
129984,2022-04-30 01:00:00,9.6,0.0,0.0,13.3,,4,5,1,103,3.0
130107,2022-04-30 03:00:00,7.6,0.0,0.0,16.7,,4,5,3,103,1.0
130230,2022-04-30 05:00:00,6.1,0.0,0.0,16.1,,4,5,5,103,1.0
130352,2022-04-30 07:00:00,5.6,0.0,0.0,14.3,,4,5,7,103,14.0
130415,2022-04-30 08:00:00,5.0,0.0,0.0,13.4,,4,5,8,103,20.0
130479,2022-04-30 09:00:00,4.4,0.0,0.0,12.6,,4,5,9,103,22.0
130543,2022-04-30 10:00:00,3.9,0.0,0.0,10.6,,4,5,10,103,16.0
130606,2022-04-30 11:00:00,4.6,0.0,0.0,10.7,,4,5,11,103,16.0
130668,2022-04-30 12:00:00,7.6,0.0,0.0,9.2,,4,5,12,103,13.0
130731,2022-04-30 13:00:00,9.8,0.0,0.0,9.4,,4,5,13,103,13.0
130795,2022-04-30 14:00:00,11.7,0.0,0.0,9.7,,4,5,14,103,8.0
130858,2022-04-30 15:00:00,13.1,0.0,0.0,12.5,,4,5,15,103,12.0
130922,2022-04-30 16:00:00,14.2,0.0,0.0,13.7,,4,5,16,103,2.0
130988,2022-04-30 17:00:00,15.2,0.0,0.0,13.8,,4,5,17,103,6.0
131052,2022-04-30 18:00:00,16.1,0.0,0.0,13.7,,4,5,18,103,4.0
131239,2022-04-30 21:00:00,17.4,0.0,0.0,11.0,,4,5,21,103,8.0
131303,2022-04-30 22:00:00,16.9,0.0,0.0,1.9,,4,5,22,103,1.0
131493,2022-05-01 01:00:00,10.4,0.0,0.0,10.2,,5,6,1,103,3.0
131862,2022-05-01 07:00:00,7.7,0.0,0.0,4.0,,5,6,7,103,3.0
132054,2022-05-01 10:00:00,4.1,0.0,0.0,8.2,,5,6,10,103,5.0
132117,2022-05-01 11:00:00,5.1,0.0,0.0,8.9,,5,6,11,103,4.0
132181,2022-05-01 12:00:00,9.3,0.0,0.0,7.6,,5,6,12,103,12.0
132245,2022-05-01 13:00:00,11.7,0.0,0.0,8.4,,5,6,13,103,15.0
132308,2022-05-01 14:00:00,13.7,0.0,0.0,8.0,,5,6,14,103,12.0
132372,2022-05-01 15:00:00,15.3,0.0,0.0,5.8,,5,6,15,103,2.0
132435,2022-05-01 16:00:00,16.6,0.0,0.0,3.8,,5,6,16,103,1.0
132499,2022-05-01 17:00:00,17.5,0.0,0.0,4.9,,5,6,17,103,2.0
132688,2022-05-01 20:00:00,18.8,0.0,0.0,10.5,,5,6,20,103,4.0
132750,2022-05-01 21:00:00,17.5,0.0,0.0,12.5,,5,6,21,103,1.0
132934,2022-05-02 00:00:00,12.2,0.1,0.0,11.1,,5,0,0,103,2.0
132995,2022-05-02 01:00:00,11.5,0.0,0.0,9.7,,5,0,1,103,4.0
133219,2022-05-02 05:00:00,10.3,0.5,0.0,4.5,,5,0,5,103,3.0
133280,2022-05-02 06:00:00,10.1,0.3,0.0,7.3,,5,0,6,103,2.0
133342,2022-05-02 07:00:00,10.9,0.0,0.0,8.3,,5,0,7,103,7.0
133405,2022-05-02 08:00:00,10.7,0.5,0.0,8.5,,5,0,8,103,2.0
133468,2022-05-02 09:00:00,10.3,0.2,0.0,8.4,,5,0,9,103,22.0
133529,2022-05-02 10:00:00,10.1,0.0,0.0,6.2,,5,0,10,103,10.0
133591,2022-05-02 11:00:00,10.2,0.6,0.0,8.3,,5,0,11,103,10.0
133654,2022-05-02 12:00:00,10.6,0.2,0.0,10.4,,5,0,12,103,9.0
133716,2022-05-02 13:00:00,10.8,0.1,0.0,9.1,,5,0,13,103,6.0
133779,2022-05-02 14:00:00,11.4,0.4,0.0,10.0,,5,0,14,103,4.0
133842,2022-05-02 15:00:00,12.0,0.3,0.0,13.9,,5,0,15,103,5.0
133906,2022-05-02 16:00:00,12.5,0.2,0.0,13.6,,5,0,16,103,5.0
134279,2022-05-02 22:00:00,11.9,0.0,0.0,10.7,,5,0,22,103,3.0
134343,2022-05-02 23:00:00,11.5,0.0,0.0,9.5,,5,0,23,103,1.0
134628,2022-05-03 04:00:00,9.1,0.0,0.0,9.1,,5,1,4,103,6.0
134684,2022-05-03 05:00:00,8.7,0.0,0.0,7.3,,5,1,5,103,1.0
134744,2022-05-03 06:00:00,8.4,0.0,0.0,4.7,,5,1,6,103,6.0
134808,2022-05-03 07:00:00,8.3,0.0,0.0,5.2,,5,1,7,103,9.0
134873,2022-05-03 08:00:00,8.1,0.0,0.0,5.3,,5,1,8,103,26.0
134936,2022-05-03 09:00:00,7.4,0.0,0.0,6.5,,5,1,9,103,27.0
134997,2022-05-03 10:00:00,7.0,0.0,0.0,7.2,,5,1,10,103,13.0
135059,2022-05-03 11:00:00,8.1,0.0,0.0,8.5,,5,1,11,103,4.0
135121,2022-05-03 12:00:00,10.6,0.0,0.0,10.0,,5,1,12,103,6.0
135245,2022-05-03 14:00:00,13.0,0.0,0.0,10.2,,5,1,14,103,7.0
135309,2022-05-03 15:00:00,14.4,0.0,0.0,9.5,,5,1,15,103,8.0
135374,2022-05-03 16:00:00,15.6,0.0,0.0,9.5,,5,1,16,103,1.0
135437,2022-05-03 17:00:00,16.4,0.0,0.0,11.2,,5,1,17,103,1.0
135501,2022-05-03 18:00:00,16.7,0.0,0.0,11.3,,5,1,18,103,5.0
135628,2022-05-03 20:00:00,15.8,0.0,0.0,12.1,,5,1,20,103,1.0
135817,2022-05-03 23:00:00,12.9,0.0,0.0,12.2,,5,1,23,103,2.0
135943,2022-05-04 01:00:00,10.4,0.0,0.0,14.4,,5,2,1,103,1.0
136005,2022-05-04 02:00:00,9.9,0.0,0.0,12.9,,5,2,2,103,1.0
136227,2022-05-04 06:00:00,9.4,0.0,0.0,11.1,,5,2,6,103,5.0
136291,2022-05-04 07:00:00,9.4,0.2,0.0,6.6,,5,2,7,103,7.0
136356,2022-05-04 08:00:00,9.4,0.9,0.0,6.8,,5,2,8,103,11.0
136418,2022-05-04 09:00:00,9.3,1.3,0.0,9.7,,5,2,9,103,12.0
136480,2022-05-04 10:00:00,9.3,1.1,0.0,6.8,,5,2,10,103,6.0
136543,2022-05-04 11:00:00,9.5,0.8,0.0,7.6,,5,2,11,103,1.0
136607,2022-05-04 12:00:00,9.9,0.4,0.0,7.3,,5,2,12,103,5.0
136670,2022-05-04 13:00:00,10.4,0.1,0.0,6.9,,5,2,13,103,2.0
136732,2022-05-04 14:00:00,11.1,0.0,0.0,6.8,,5,2,14,103,2.0
136796,2022-05-04 15:00:00,12.0,0.0,0.0,1.8,,5,2,15,103,5.0
136860,2022-05-04 16:00:00,12.8,0.0,0.0,3.1,,5,2,16,103,1.0
137108,2022-05-04 20:00:00,16.6,0.0,0.0,12.3,,5,2,20,103,1.0
137232,2022-05-04 22:00:00,17.6,0.0,0.0,5.7,,5,2,22,103,1.0
137295,2022-05-04 23:00:00,17.2,0.0,0.0,5.6,,5,2,23,103,2.0
137710,2022-05-05 06:00:00,12.5,0.0,0.0,9.4,,5,3,6,103,4.0
137774,2022-05-05 07:00:00,12.4,0.0,0.0,9.3,,5,3,7,103,6.0
137837,2022-05-05 08:00:00,12.2,0.0,0.0,9.3,,5,3,8,103,6.0
137900,2022-05-05 09:00:00,11.9,0.0,0.0,10.0,,5,3,9,103,18.0
137963,2022-05-05 10:00:00,11.5,0.0,0.0,6.8,,5,3,10,103,14.0
138026,2022-05-05 11:00:00,11.8,0.0,0.0,8.9,,5,3,11,103,19.0
138090,2022-05-05 12:00:00,13.4,0.0,0.0,8.9,,5,3,12,103,8.0
138153,2022-05-05 13:00:00,14.9,0.0,0.0,10.4,,5,3,13,103,7.0
138215,2022-05-05 14:00:00,16.1,0.0,0.0,10.5,,5,3,14,103,2.0
138277,2022-05-05 15:00:00,17.4,0.0,0.0,7.6,,5,3,15,103,5.0
138339,2022-05-05 16:00:00,18.5,0.0,0.0,6.1,,5,3,16,103,1.0
138403,2022-05-05 17:00:00,19.4,0.0,0.0,4.7,,5,3,17,103,4.0
138467,2022-05-05 18:00:00,20.1,0.0,0.0,5.3,,5,3,18,103,1.0
138529,2022-05-05 19:00:00,20.9,0.0,0.0,3.7,,5,3,19,103,2.0
138592,2022-05-05 20:00:00,21.1,0.0,0.0,2.9,,5,3,20,103,3.0
138655,2022-05-05 21:00:00,20.8,0.0,0.0,1.1,,5,3,21,103,1.0
138782,2022-05-05 23:00:00,18.2,0.0,0.0,8.0,,5,3,23,103,1.0
139206,2022-05-06 06:00:00,12.1,0.0,0.0,6.6,,5,4,6,103,4.0
139268,2022-05-06 07:00:00,11.9,0.0,0.0,5.4,,5,4,7,103,7.0
139331,2022-05-06 08:00:00,11.9,0.0,0.0,5.5,,5,4,8,103,5.0
139395,2022-05-06 09:00:00,11.5,0.0,0.0,5.1,,5,4,9,103,9.0
139458,2022-05-06 10:00:00,11.7,0.0,0.0,3.6,,5,4,10,103,4.0
139520,2022-05-06 11:00:00,11.9,0.1,0.0,3.2,,5,4,11,103,7.0
139582,2022-05-06 12:00:00,12.5,0.2,0.0,3.6,,5,4,12,103,6.0
139646,2022-05-06 13:00:00,13.3,0.3,0.0,4.7,,5,4,13,103,2.0
139709,2022-05-06 14:00:00,13.7,0.4,0.0,4.5,,5,4,14,103,4.0
139771,2022-05-06 15:00:00,13.9,0.5,0.0,5.2,,5,4,15,103,3.0
139835,2022-05-06 16:00:00,13.8,0.6,0.0,6.2,,5,4,16,103,2.0
139900,2022-05-06 17:00:00,13.5,0.7,0.0,6.6,,5,4,17,103,4.0
139964,2022-05-06 18:00:00,13.0,0.9,0.0,8.7,,5,4,18,103,3.0
140026,2022-05-06 19:00:00,12.3,1.3,0.0,10.0,,5,4,19,103,1.0
140152,2022-05-06 21:00:00,11.3,1.6,0.0,11.7,,5,4,21,103,5.0
140278,2022-05-06 23:00:00,10.6,2.0,0.0,10.5,,5,4,23,103,2.0
140525,2022-05-07 03:00:00,9.2,1.7,0.0,12.2,,5,5,3,103,1.0
140642,2022-05-07 05:00:00,8.8,1.6,0.0,16.1,,5,5,5,103,1.0
140762,2022-05-07 07:00:00,8.7,1.5,0.0,19.9,,5,5,7,103,9.0
140826,2022-05-07 08:00:00,8.8,1.2,0.0,20.9,,5,5,8,103,10.0
140889,2022-05-07 09:00:00,9.1,1.1,0.0,21.9,,5,5,9,103,18.0
140954,2022-05-07 10:00:00,9.3,1.1,0.0,18.2,,5,5,10,103,3.0
141017,2022-05-07 11:00:00,9.5,1.2,0.0,19.6,,5,5,11,103,11.0
141080,2022-05-07 12:00:00,9.6,1.0,0.0,20.3,,5,5,12,103,2.0
141143,2022-05-07 13:00:00,9.9,0.4,0.0,23.2,,5,5,13,103,9.0
141265,2022-05-07 15:00:00,9.3,0.5,0.0,24.0,,5,5,15,103,9.0
141329,2022-05-07 16:00:00,9.1,0.4,0.0,23.6,,5,5,16,103,5.0
141391,2022-05-07 17:00:00,8.8,0.6,0.0,25.5,,5,5,17,103,1.0
141515,2022-05-07 19:00:00,8.1,1.4,0.0,26.4,,5,5,19,103,1.0
141578,2022-05-07 20:00:00,8.1,1.3,0.0,25.5,,5,5,20,103,1.0
141700,2022-05-07 22:00:00,7.2,0.8,0.0,23.3,,5,5,22,103,2.0
141762,2022-05-07 23:00:00,6.8,0.8,0.0,23.7,,5,5,23,103,2.0
142180,2022-05-08 06:00:00,5.0,0.5,0.0,21.8,,5,6,6,103,1.0
142241,2022-05-08 07:00:00,6.0,0.4,0.0,22.2,,5,6,7,103,10.0
142304,2022-05-08 08:00:00,6.1,0.3,0.0,22.4,,5,6,8,103,15.0
142368,2022-05-08 09:00:00,6.4,0.2,0.0,22.4,,5,6,9,103,20.0
142431,2022-05-08 10:00:00,6.5,0.1,0.0,18.6,,5,6,10,103,5.0
142493,2022-05-08 11:00:00,6.6,0.2,0.0,19.4,,5,6,11,103,13.0
142556,2022-05-08 12:00:00,6.7,0.2,0.0,20.9,,5,6,12,103,4.0
142619,2022-05-08 13:00:00,7.1,0.1,0.0,25.1,,5,6,13,103,7.0
142682,2022-05-08 14:00:00,7.6,0.1,0.0,25.7,,5,6,14,103,5.0
142745,2022-05-08 15:00:00,8.5,0.1,0.0,24.2,,5,6,15,103,7.0
142809,2022-05-08 16:00:00,9.7,0.1,0.0,23.5,,5,6,16,103,1.0
142934,2022-05-08 18:00:00,10.8,0.2,0.0,23.7,,5,6,18,103,1.0
143059,2022-05-08 20:00:00,14.3,0.0,0.0,23.9,,5,6,20,103,8.0
143249,2022-05-08 23:00:00,12.0,0.0,0.0,13.4,,5,6,23,103,2.0
143658,2022-05-09 06:00:00,7.4,0.0,0.0,19.0,,5,0,6,103,3.0
143720,2022-05-09 07:00:00,7.1,0.0,0.0,19.6,,5,0,7,103,9.0
143784,2022-05-09 08:00:00,6.7,0.0,0.0,20.3,,5,0,8,103,14.0
143848,2022-05-09 09:00:00,6.4,0.0,0.0,20.5,,5,0,9,103,8.0
143911,2022-05-09 10:00:00,6.2,0.0,0.0,17.7,,5,0,10,103,12.0
143974,2022-05-09 11:00:00,6.8,0.0,0.0,18.9,,5,0,11,103,13.0
144036,2022-05-09 12:00:00,8.3,0.0,0.0,18.3,,5,0,12,103,7.0
144100,2022-05-09 13:00:00,10.0,0.0,0.0,21.3,,5,0,13,103,4.0
144163,2022-05-09 14:00:00,11.6,0.0,0.0,22.6,,5,0,14,103,12.0
144227,2022-05-09 15:00:00,13.1,0.0,0.0,22.1,,5,0,15,103,5.0
144353,2022-05-09 17:00:00,15.8,0.0,0.0,20.5,,5,0,17,103,3.0
144417,2022-05-09 18:00:00,16.6,0.0,0.0,19.7,,5,0,18,103,1.0
144542,2022-05-09 20:00:00,18.7,0.0,0.0,19.6,,5,0,20,103,3.0
144604,2022-05-09 21:00:00,18.3,0.0,0.0,18.9,,5,0,21,103,2.0
145129,2022-05-10 06:00:00,8.1,0.0,0.0,20.0,,5,1,6,103,3.0
145194,2022-05-10 07:00:00,8.7,0.0,0.0,20.1,,5,1,7,103,12.0
145257,2022-05-10 08:00:00,8.5,0.0,0.0,20.1,,5,1,8,103,15.0
145319,2022-05-10 09:00:00,8.2,0.0,0.0,20.5,,5,1,9,103,20.0
145383,2022-05-10 10:00:00,8.0,0.0,0.0,17.7,,5,1,10,103,19.0
145445,2022-05-10 11:00:00,8.5,0.0,0.0,19.7,,5,1,11,103,7.0
145509,2022-05-10 12:00:00,9.9,0.0,0.0,18.4,,5,1,12,103,5.0
145571,2022-05-10 13:00:00,11.4,0.0,0.0,21.4,,5,1,13,103,1.0
145634,2022-05-10 14:00:00,13.0,0.0,0.0,21.6,,5,1,14,103,13.0
145698,2022-05-10 15:00:00,14.7,0.0,0.0,21.1,,5,1,15,103,1.0
145762,2022-05-10 16:00:00,16.1,0.0,0.0,20.5,,5,1,16,103,1.0
145826,2022-05-10 17:00:00,17.3,0.0,0.0,19.4,,5,1,17,103,1.0
145890,2022-05-10 18:00:00,18.2,0.0,0.0,18.8,,5,1,18,103,1.0
145954,2022-05-10 19:00:00,19.9,0.0,0.0,18.6,,5,1,19,103,1.0
146016,2022-05-10 20:00:00,20.0,0.0,0.0,18.2,,5,1,20,103,2.0
146078,2022-05-10 21:00:00,19.3,0.0,0.0,16.3,,5,1,21,103,1.0
146141,2022-05-10 22:00:00,17.7,0.0,0.0,9.6,,5,1,22,103,1.0
146610,2022-05-11 06:00:00,9.3,0.0,0.0,15.8,,5,2,6,103,2.0
146673,2022-05-11 07:00:00,9.8,0.0,0.0,16.3,,5,2,7,103,3.0
146736,2022-05-11 08:00:00,9.6,0.0,0.0,17.0,,5,2,8,103,10.0
146799,2022-05-11 09:00:00,9.7,0.0,0.0,17.3,,5,2,9,103,14.0
146862,2022-05-11 10:00:00,9.8,0.0,0.0,16.9,,5,2,10,103,11.0
146924,2022-05-11 11:00:00,10.2,0.0,0.0,17.6,,5,2,11,103,11.0
146988,2022-05-11 12:00:00,11.3,0.0,0.0,16.9,,5,2,12,103,4.0
147051,2022-05-11 13:00:00,12.8,0.0,0.0,19.9,,5,2,13,103,4.0
147113,2022-05-11 14:00:00,14.3,0.0,0.0,20.1,,5,2,14,103,2.0
147238,2022-05-11 16:00:00,17.1,0.0,0.0,17.8,,5,2,16,103,1.0
147302,2022-05-11 17:00:00,18.5,0.0,0.0,15.8,,5,2,17,103,2.0
147367,2022-05-11 18:00:00,18.7,0.0,0.0,14.2,,5,2,18,103,2.0
147617,2022-05-11 22:00:00,21.3,0.0,0.0,4.2,,5,2,22,103,1.0
147680,2022-05-11 23:00:00,19.9,0.0,0.0,6.4,,5,2,23,103,3.0
148036,2022-05-12 05:00:00,11.8,0.0,0.0,5.9,,5,3,5,103,2.0
148096,2022-05-12 06:00:00,11.7,0.0,0.0,7.7,,5,3,6,103,3.0
148157,2022-05-12 07:00:00,11.9,0.0,0.0,8.7,,5,3,7,103,3.0
148221,2022-05-12 08:00:00,11.4,0.0,0.0,9.1,,5,3,8,103,12.0
148284,2022-05-12 09:00:00,11.2,0.0,0.0,9.2,,5,3,9,103,10.0
148345,2022-05-12 10:00:00,11.6,0.0,0.0,6.1,,5,3,10,103,4.0
148408,2022-05-12 11:00:00,12.6,0.0,0.0,8.7,,5,3,11,103,9.0
148471,2022-05-12 12:00:00,13.6,0.0,0.0,8.9,,5,3,12,103,2.0
148532,2022-05-12 13:00:00,14.6,0.0,0.0,10.9,,5,3,13,103,9.0
148595,2022-05-12 14:00:00,15.7,0.0,0.0,11.0,,5,3,14,103,7.0
148659,2022-05-12 15:00:00,17.1,0.0,0.0,11.0,,5,3,15,103,1.0
148722,2022-05-12 16:00:00,18.0,0.0,0.0,10.9,,5,3,16,103,1.0
148787,2022-05-12 17:00:00,18.9,0.0,0.0,10.1,,5,3,17,103,6.0
148912,2022-05-12 19:00:00,21.1,0.0,0.0,9.0,,5,3,19,103,5.0
149166,2022-05-12 23:00:00,18.6,0.0,0.0,5.4,,5,3,23,103,2.0
149290,2022-05-13 01:00:00,14.9,0.0,0.0,7.1,,5,4,1,103,1.0
149591,2022-05-13 06:00:00,13.4,0.0,0.0,6.6,,5,4,6,103,3.0
149653,2022-05-13 07:00:00,13.6,0.0,0.0,7.7,,5,4,7,103,7.0
149718,2022-05-13 08:00:00,13.7,0.0,0.0,8.9,,5,4,8,103,16.0
149782,2022-05-13 09:00:00,13.6,0.0,0.0,8.7,,5,4,9,103,10.0
149845,2022-05-13 10:00:00,13.6,0.0,0.0,6.3,,5,4,10,103,13.0
149908,2022-05-13 11:00:00,13.8,0.0,0.0,8.3,,5,4,11,103,11.0
149973,2022-05-13 12:00:00,14.3,0.0,0.0,8.7,,5,4,12,103,6.0
150036,2022-05-13 13:00:00,14.9,0.0,0.0,8.8,,5,4,13,103,4.0
150163,2022-05-13 15:00:00,16.6,0.0,0.0,9.7,,5,4,15,103,5.0
150288,2022-05-13 17:00:00,18.4,0.0,0.0,10.6,,5,4,17,103,2.0
150351,2022-05-13 18:00:00,19.1,0.0,0.0,10.6,,5,4,18,103,5.0
150414,2022-05-13 19:00:00,19.9,0.0,0.0,9.8,,5,4,19,103,2.0
150602,2022-05-13 22:00:00,18.2,0.1,0.0,6.1,,5,4,22,103,3.0
150665,2022-05-13 23:00:00,17.2,0.0,0.0,4.3,,5,4,23,103,1.0
150728,2022-05-14 00:00:00,16.4,0.0,0.0,5.2,,5,5,0,103,1.0
150852,2022-05-14 02:00:00,15.6,0.0,0.0,4.8,,5,5,2,103,2.0
150917,2022-05-14 03:00:00,15.4,0.0,0.0,5.4,,5,5,3,103,1.0
151159,2022-05-14 07:00:00,15.0,0.0,0.0,4.3,,5,5,7,103,11.0
151221,2022-05-14 08:00:00,15.0,0.0,0.0,2.9,,5,5,8,103,23.0
151284,2022-05-14 09:00:00,14.8,0.0,0.0,4.0,,5,5,9,103,16.0
151347,2022-05-14 10:00:00,14.8,0.0,0.0,4.4,,5,5,10,103,7.0
151411,2022-05-14 11:00:00,15.1,0.0,0.0,3.9,,5,5,11,103,8.0
